,CaseID,Address,Street,Neighborhood,Point,point_geom,Mapped Neighborhood,geometry
9549,17109607,"434 4TH ST, SAN FRANCISCO, CA, 94107",4TH ST,South of Market,"(37.78026369, -122.39904444)",POINT (-122.399044438 37.780263691),South of Market,POINT (-122.39904444 37.78026369)
9550,17103588,"506 NATOMA ST, SAN FRANCISCO, CA, 94103",NATOMA ST,South of Market,"(37.779978, -122.408206)",POINT (-122.408206 37.779978),South of Market,POINT (-122.408206 37.779978)
9554,17110118,"180 7TH ST, SAN FRANCISCO, CA, 94103",7TH ST,South of Market,"(37.77813121, -122.40993198)",POINT (-122.409931985 37.778131209),South of Market,POINT (-122.40993198 37.77813121)
9557,17103994,"37 LANGTON ST, SAN FRANCISCO, CA, 94103",LANGTON ST,South of Market,"(37.77697581, -122.40915475)",POINT (-122.409154745 37.77697581),South of Market,POINT (-122.40915475 37.77697581)
9560,17110258,"741 MINNA ST, SAN FRANCISCO, CA, 94103",MINNA ST,South of Market,"(37.77653049, -122.41326816)",POINT (-122.413268164 37.776530486),South of Market,POINT (-122.41326816 37.77653049)
9564,17108546,"701 MINNA ST, SAN FRANCISCO, CA, 94103",MINNA ST,South of Market,"(37.7767297, -122.4127364)",POINT (-122.4127364 37.7767297),South of Market,POINT (-122.4127364 37.7767297)
9567,17114106,"450 4TH ST, SAN FRANCISCO, CA, 94107",4TH ST,South of Market,"(37.780199, -122.3986874)",POINT (-122.3986874 37.780199),South of Market,POINT (-122.3986874 37.780199)
9578,17097580,"450 4TH ST, SAN FRANCISCO, CA, 94107",4TH ST,South of Market,"(37.78018129, -122.39879498)",POINT (-122.398794976 37.780181289),South of Market,POINT (-122.39879498 37.78018129)
9579,17112951,"50 WASHBURN ST, SAN FRANCISCO, CA, 94103",WASHBURN ST,South of Market,"(37.77525015, -122.41428108)",POINT (-122.414281082 37.77525015),South of Market,POINT (-122.41428108 37.77525015)
9580,17115190,"611 MINNA ST, SAN FRANCISCO, CA, 94103",MINNA ST,South of Market,"(37.77857578, -122.41062237)",POINT (-122.410622367 37.778575779),South of Market,POINT (-122.41062237 37.77857578)
9581,17101763,"12 SHERMAN ST, SAN FRANCISCO, CA, 94103",SHERMAN ST,South of Market,"(37.77713372, -122.40661808)",POINT (-122.406618077 37.777133716),South of Market,POINT (-122.40661808 37.77713372)
9585,17114152,"1117 MARKET ST, SAN FRANCISCO, CA, 94103",MARKET ST,South of Market,"(37.78006635, -122.41287656)",POINT (-122.412876561 37.780066353),South of Market,POINT (-122.41287656 37.78006635)
9599,17105779,"520 JESSIE ST, SAN FRANCISCO, CA, 94103",JESSIE ST,South of Market,"(37.78117851, -122.40967032)",POINT (-122.409670316 37.781178514),South of Market,POINT (-122.40967032 37.78117851)
9600,17113527,"1183 MARKET ST, SAN FRANCISCO, CA, 94103",MARKET ST,South of Market,"(37.77887602, -122.41409891)",POINT (-122.41409891 37.778876022),South of Market,POINT (-122.41409891 37.77887602)
9601,17097329,"479 JESSIE ST, SAN FRANCISCO, CA, 94103",JESSIE ST,South of Market,"(37.78168941, -122.40899507)",POINT (-122.40899507 37.781689409),South of Market,POINT (-122.40899507 37.78168941)
9609,17111032,"1009 MISSION ST, SAN FRANCISCO, CA, 94103",MISSION ST,South of Market,"(37.78064827, -122.408868)",POINT (-122.408868 37.780648272),South of Market,POINT (-122.408868 37.78064827)
9610,17099770,"598 BRYANT ST, SAN FRANCISCO, CA, 94107",BRYANT ST,South of Market,"(37.7798977, -122.3979897)",POINT (-122.3979897 37.7798977),South of Market,POINT (-122.3979897 37.7798977)
9611,17098198,"580 7TH ST, SAN FRANCISCO, CA, 94103",7TH ST,Showplace Square,"(37.77324514, -122.4036567)",POINT (-122.403656696 37.773245138),South of Market,POINT (-122.4036567 37.77324514)
9619,17115157,"1035 HOWARD ST, SAN FRANCISCO, CA, 94103",HOWARD ST,South of Market,"(37.77891984, -122.40798689)",POINT (-122.407986886 37.778919843),South of Market,POINT (-122.40798689 37.77891984)
9636,17126297,"1360 MISSION ST, SAN FRANCISCO, CA, 94103",MISSION ST,South of Market,"(37.7758598, -122.4155529)",POINT (-122.4155529 37.7758598),South of Market,POINT (-122.4155529 37.7758598)
9647,17134287,"938 HOWARD ST, SAN FRANCISCO, CA, 94103",HOWARD ST,South of Market,"(37.78080709, -122.40604209)",POINT (-122.406042092 37.780807091),South of Market,POINT (-122.40604209 37.78080709)
9652,17133144,"450 4TH ST, SAN FRANCISCO, CA, 94107",4TH ST,South of Market,"(37.78026316, -122.39868875)",POINT (-122.398688754 37.78026316),South of Market,POINT (-122.39868875 37.78026316)
9655,17130939,"582 NATOMA ST, SAN FRANCISCO, CA, 94103",NATOMA ST,South of Market,"(37.77883837, -122.40954593)",POINT (-122.409545928 37.778838372),South of Market,POINT (-122.40954593 37.77883837)
9656,17128917,"460 JESSIE ST, SAN FRANCISCO, CA, 94103",JESSIE ST,South of Market,"(37.7824054, -122.4085436)",POINT (-122.4085436 37.7824054),South of Market,POINT (-122.4085436 37.7824054)
9664,17124601,"356 7TH ST, SAN FRANCISCO, CA, 94103",7TH ST,South of Market,"(37.7759168, -122.4071276)",POINT (-122.4071276 37.7759168),South of Market,POINT (-122.4071276 37.7759168)
9666,17122486,"1006 HOWARD ST, SAN FRANCISCO, CA, 94103",HOWARD ST,South of Market,"(37.7780044, -122.4097826)",POINT (-122.4097826 37.7780044),South of Market,POINT (-122.4097826 37.7780044)
9673,17122999,"420 4TH ST, SAN FRANCISCO, CA, 94107",4TH ST,South of Market,"(37.7804437, -122.39944607)",POINT (-122.39944607 37.7804437),South of Market,POINT (-122.39944607 37.7804437)
9681,17118821,"938 HOWARD ST, SAN FRANCISCO, CA, 94103",HOWARD ST,South of Market,"(37.78078565, -122.40607233)",POINT (-122.406072333 37.780785653),South of Market,POINT (-122.40607233 37.78078565)
9688,17124339,"774 HARRISON ST, SAN FRANCISCO, CA, 94107",HARRISON ST,South of Market,"(37.78107941, -122.39929419)",POINT (-122.39929419 37.781079409),South of Market,POINT (-122.39929419 37.78107941)
9693,17119837,"934 HOWARD ST, SAN FRANCISCO, CA, 94103",HOWARD ST,South of Market,"(37.78090373, -122.40591217)",POINT (-122.405912169 37.780903734),South of Market,POINT (-122.40591217 37.78090373)
9694,17121436,"678 JESSIE ST, SAN FRANCISCO, CA, 94103",JESSIE ST,South of Market,"(37.78088527, -122.40995335)",POINT (-122.409953351 37.78088527),South of Market,POINT (-122.40995335 37.78088527)
9700,17119342,"951 BRANNAN ST, SAN FRANCISCO, CA, 94103",BRANNAN ST,Showplace Square,"(37.77071684, -122.40611742)",POINT (-122.406117419 37.770716844),South of Market,POINT (-122.40611742 37.77071684)
9706,17115960,"1288 HOWARD ST, SAN FRANCISCO, CA, 94103",HOWARD ST,South of Market,"(37.77527286, -122.4130382)",POINT (-122.413038198 37.775272859),South of Market,POINT (-122.4130382 37.77527286)
9714,17130654,"135 HARRIET ST, SAN FRANCISCO, CA, 94103",HARRIET ST,South of Market,"(37.77780372, -122.40567248)",POINT (-122.405672483 37.777803716),South of Market,POINT (-122.40567248 37.77780372)
9722,17131801,"1006 HOWARD ST, SAN FRANCISCO, CA, 94103",HOWARD ST,South of Market,"(37.7780044, -122.4097826)",POINT (-122.4097826 37.7780044),South of Market,POINT (-122.4097826 37.7780044)
9730,17120212,"1111 MISSION ST, SAN FRANCISCO, CA, 94103",MISSION ST,South of Market,"(37.77899869, -122.41101444)",POINT (-122.411014438 37.778998694),South of Market,POINT (-122.41101444 37.77899869)
9739,17124496,"479 NATOMA ST, SAN FRANCISCO, CA, 94103",NATOMA ST,South of Market,"(37.78043231, -122.40715642)",POINT (-122.407156415 37.780432306),South of Market,POINT (-122.40715642 37.78043231)
9743,17130329,"757 MINNA ST, SAN FRANCISCO, CA, 94103",MINNA ST,South of Market,"(37.77640205, -122.4135083)",POINT (-122.413508295 37.776402054),South of Market,POINT (-122.4135083 37.77640205)
9751,17133703,"763 MINNA ST, SAN FRANCISCO, CA, 94103",MINNA ST,South of Market,"(37.77632074, -122.41364537)",POINT (-122.413645373 37.776320744),South of Market,POINT (-122.41364537 37.77632074)
9767,17120757,"422 11TH ST, SAN FRANCISCO, CA, 94103",11TH ST,South of Market,"(37.770405, -122.41217)",POINT (-122.41217 37.770405),South of Market,POINT (-122.41217 37.770405)
9774,17123119,Intersection of 4TH ST and PERRY ST,4TH ST,South of Market,"(37.78047248, -122.39920422)",POINT (-122.399204224 37.780472485),South of Market,POINT (-122.39920422 37.78047248)
9779,17130723,"770 NATOMA ST, SAN FRANCISCO, CA, 94103",NATOMA ST,South of Market,"(37.775823, -122.41320709)",POINT (-122.413207087 37.775823001),South of Market,POINT (-122.41320709 37.775823)
9780,17126550,"1009 HARRISON ST, SAN FRANCISCO, CA, 94103",HARRISON ST,South of Market,"(37.77618271, -122.40530887)",POINT (-122.40530887 37.776182705),South of Market,POINT (-122.40530887 37.77618271)
9792,17120142,"330 RITCH ST, SAN FRANCISCO, CA, 94107",RITCH ST,South of Market,"(37.7792174, -122.3944012)",POINT (-122.3944012 37.7792174),South of Market,POINT (-122.3944012 37.7792174)
9795,17121589,"149 9TH ST, SAN FRANCISCO, CA, 94103",9TH ST,South of Market,"(37.77556331, -122.41361677)",POINT (-122.413616772 37.775563309),South of Market,POINT (-122.41361677 37.77556331)
9797,17132562,"1077 HOWARD ST, SAN FRANCISCO, CA, 94103",HOWARD ST,South of Market,"(37.77830573, -122.40872651)",POINT (-122.408726513 37.778305728),South of Market,POINT (-122.40872651 37.77830573)
9801,17118144,"325 9TH ST, SAN FRANCISCO, CA, 94103",9TH ST,South of Market,"(37.77355833, -122.41083273)",POINT (-122.41083273 37.773558333),South of Market,POINT (-122.41083273 37.77355833)
9808,17126185,"475 4TH ST, SAN FRANCISCO, CA, 94107",4TH ST,South of Market,"(37.78000214, -122.39844488)",POINT (-122.398444882 37.780002139),South of Market,POINT (-122.39844488 37.78000214)
9827,17123071,"1078 HARRISON ST, SAN FRANCISCO, CA, 94103",HARRISON ST,South of Market,"(37.77585714, -122.40578117)",POINT (-122.405781167 37.775857139),South of Market,POINT (-122.40578117 37.77585714)
9844,17119791,"1024 MISSION ST, SAN FRANCISCO, CA, 94103",MISSION ST,South of Market,"(37.78055182, -122.40950361)",POINT (-122.409503614 37.780551824),South of Market,POINT (-122.40950361 37.78055182)
9858,17134369,"520 JESSIE ST, SAN FRANCISCO, CA, 94103",JESSIE ST,South of Market,"(37.78118673, -122.40967803)",POINT (-122.409678027 37.781186729),South of Market,POINT (-122.40967803 37.78118673)
9863,17131179,"1100 HOWARD ST, SAN FRANCISCO, CA, 94103",HOWARD ST,South of Market,"(37.77793316, -122.40964004)",POINT (-122.409640041 37.77793316),South of Market,POINT (-122.40964004 37.77793316)
9864,17133432,"940 HOWARD ST, SAN FRANCISCO, CA, 94103",HOWARD ST,South of Market,"(37.78074643, -122.40606325)",POINT (-122.406063248 37.780746426),South of Market,POINT (-122.40606325 37.78074643)
9869,17127051,"345 JESSIE ST, SAN FRANCISCO, CA, 94103",JESSIE ST,South of Market,"(37.78398098, -122.4058897)",POINT (-122.405889697 37.783980981),South of Market,POINT (-122.4058897 37.78398098)
9883,17115732,"450 4TH ST, SAN FRANCISCO, CA, 94107",4TH ST,South of Market,"(37.78024913, -122.39881643)",POINT (-122.398816434 37.780249127),South of Market,POINT (-122.39881643 37.78024913)
9888,17134312,"460 JESSIE ST, SAN FRANCISCO, CA, 94103",JESSIE ST,South of Market,"(37.7821269, -122.40845058)",POINT (-122.408450581 37.782126899),South of Market,POINT (-122.40845058 37.7821269)
9889,17122100,"450 4TH ST, SAN FRANCISCO, CA, 94107",4TH ST,South of Market,"(37.78018667, -122.398675)",POINT (-122.398675 37.780186667),South of Market,POINT (-122.398675 37.78018667)
9890,17131786,"1006 HOWARD ST, SAN FRANCISCO, CA, 94103",HOWARD ST,South of Market,"(37.7780044, -122.4097826)",POINT (-122.4097826 37.7780044),South of Market,POINT (-122.4097826 37.7780044)
9892,17120630,"66 MINT ST, SAN FRANCISCO, CA, 94103",MINT ST,South of Market,"(37.7822268, -122.40747258)",POINT (-122.407472581 37.782226798),South of Market,POINT (-122.40747258 37.7822268)
9893,17116056,"951 BRANNAN ST, SAN FRANCISCO, CA, 94103",BRANNAN ST,Showplace Square,"(37.77058975, -122.40618499)",POINT (-122.406184989 37.770589753),South of Market,POINT (-122.40618499 37.77058975)
9914,17130050,Intersection of 4TH ST and STILLMAN ST,4TH ST,South of Market,"(37.7800687, -122.3985561)",POINT (-122.3985561 37.7800687),South of Market,POINT (-122.3985561 37.7800687)
9920,17125713,"1111 MISSION ST, SAN FRANCISCO, CA, 94103",MISSION ST,South of Market,"(37.77900717, -122.4110188)",POINT (-122.411018796 37.779007174),South of Market,POINT (-122.4110188 37.77900717)
9941,17124506,"1050 HOWARD ST, SAN FRANCISCO, CA, 94103",HOWARD ST,South of Market,"(37.77893317, -122.40843848)",POINT (-122.408438479 37.778933165),South of Market,POINT (-122.40843848 37.77893317)
9945,17118149,"325 9TH ST, SAN FRANCISCO, CA, 94103",9TH ST,South of Market,"(37.7736174, -122.4109664)",POINT (-122.4109664 37.7736174),South of Market,POINT (-122.4109664 37.7736174)
9956,17123957,"105 RUSS ST, SAN FRANCISCO, CA, 94103",RUSS ST,South of Market,"(37.77875295, -122.4079326)",POINT (-122.407932596 37.778752947),South of Market,POINT (-122.4079326 37.77875295)
9965,17129517,"450 4TH ST, SAN FRANCISCO, CA, 94107",4TH ST,South of Market,"(37.7801959, -122.39867663)",POINT (-122.398676633 37.780195903),South of Market,POINT (-122.39867663 37.7801959)
9968,17133709,"582 NATOMA ST, SAN FRANCISCO, CA, 94103",NATOMA ST,South of Market,"(37.77882565, -122.40955699)",POINT (-122.409556992 37.778825652),South of Market,POINT (-122.40955699 37.77882565)
9969,17123042,"1078 HARRISON ST, SAN FRANCISCO, CA, 94103",HARRISON ST,South of Market,"(37.77593226, -122.40569166)",POINT (-122.405691659 37.775932261),South of Market,POINT (-122.40569166 37.77593226)
9972,17121729,"1360 MISSION ST, SAN FRANCISCO, CA, 94103",MISSION ST,South of Market,"(37.77574536, -122.41549808)",POINT (-122.41549808 37.775745361),South of Market,POINT (-122.41549808 37.77574536)
10005,17117372,Intersection of BERWICK PL and HERON ST,BERWICK PL,South of Market,"(37.7749324, -122.40850106)",POINT (-122.408501061 37.774932403),South of Market,POINT (-122.40850106 37.7749324)
10018,17117510,"1009 MISSION ST, SAN FRANCISCO, CA, 94103",MISSION ST,South of Market,"(37.78059792, -122.4089488)",POINT (-122.408948801 37.780597924),South of Market,POINT (-122.4089488 37.78059792)
10022,17119886,"187 RUSS ST, SAN FRANCISCO, CA, 94103",RUSS ST,South of Market,"(37.77795333, -122.40699667)",POINT (-122.406996667 37.777953333),South of Market,POINT (-122.40699667 37.77795333)
10025,17130148,"701 MINNA ST, SAN FRANCISCO, CA, 94103",MINNA ST,South of Market,"(37.7767297, -122.4127364)",POINT (-122.4127364 37.7767297),South of Market,POINT (-122.4127364 37.7767297)
10028,17128650,"149 9TH ST, SAN FRANCISCO, CA, 94103",9TH ST,South of Market,"(37.77560022, -122.41361796)",POINT (-122.413617957 37.775600223),South of Market,POINT (-122.41361796 37.77560022)
10031,17127535,"498 BRANNAN ST, SAN FRANCISCO, CA, 94107",BRANNAN ST,South of Market,"(37.77853601, -122.39639673)",POINT (-122.396396734 37.778536011),South of Market,POINT (-122.39639673 37.77853601)
10036,17134017,"611 MINNA ST, SAN FRANCISCO, CA, 94103",MINNA ST,South of Market,"(37.77863871, -122.41071448)",POINT (-122.410714481 37.778638705),South of Market,POINT (-122.41071448 37.77863871)
10041,17125326,"30 SHERIDAN ST, SAN FRANCISCO, CA, 94103",SHERIDAN ST,South of Market,"(37.77280252, -122.41089091)",POINT (-122.410890912 37.772802519),South of Market,POINT (-122.41089091 37.77280252)
10042,17124492,"135 HARRIET ST, SAN FRANCISCO, CA, 94103",HARRIET ST,South of Market,"(37.7781737, -122.4060744)",POINT (-122.4060744 37.7781737),South of Market,POINT (-122.4060744 37.7781737)
10051,17131226,"701 MINNA ST, SAN FRANCISCO, CA, 94103",MINNA ST,South of Market,"(37.77682483, -122.41299359)",POINT (-122.41299359 37.776824832),South of Market,POINT (-122.41299359 37.77682483)
10067,17130658,"450 4TH ST, SAN FRANCISCO, CA, 94107",4TH ST,South of Market,"(37.78022338, -122.39865943)",POINT (-122.39865943 37.780223382),South of Market,POINT (-122.39865943 37.78022338)
10082,17127649,"252 9TH ST, SAN FRANCISCO, CA, 94103",9TH ST,South of Market,"(37.7741975, -122.41243047)",POINT (-122.412430465 37.774197504),South of Market,POINT (-122.41243047 37.7741975)
10085,17118476,"701 MINNA ST, SAN FRANCISCO, CA, 94103",MINNA ST,South of Market,"(37.77686492, -122.41300229)",POINT (-122.41300229 37.77686492),South of Market,POINT (-122.41300229 37.77686492)
10087,17119824,"940 HOWARD ST, SAN FRANCISCO, CA, 94103",HOWARD ST,South of Market,"(37.78078394, -122.40608621)",POINT (-122.406086213 37.780783941),South of Market,POINT (-122.40608621 37.78078394)
10103,17131496,Intersection of I-80 E ON RAMP and I-80 EASTBOUND,I-80 E ON RAMP,South of Market,"(37.776563, -122.4042772)",POINT (-122.4042772 37.776563),South of Market,POINT (-122.4042772 37.776563)
10126,17146170,"1006 HOWARD ST, SAN FRANCISCO, CA, 94103",HOWARD ST,South of Market,"(37.7780044, -122.4097826)",POINT (-122.4097826 37.7780044),South of Market,POINT (-122.4097826 37.7780044)
10135,17153746,"574 NATOMA ST, SAN FRANCISCO, CA, 94103",NATOMA ST,South of Market,"(37.7790184, -122.4094507)",POINT (-122.4094507 37.7790184),South of Market,POINT (-122.4094507 37.7790184)
10136,17143938,"82 RINGOLD ST, SAN FRANCISCO, CA, 94103",RINGOLD ST,South of Market,"(37.77359616, -122.41072312)",POINT (-122.410723121 37.773596159),South of Market,POINT (-122.41072312 37.77359616)
10140,17152416,"435 11TH ST, SAN FRANCISCO, CA, 94103",11TH ST,South of Market,"(37.77021103, -122.41191079)",POINT (-122.411910788 37.770211034),South of Market,POINT (-122.41191079 37.77021103)
10141,17149116,"634 NATOMA ST, SAN FRANCISCO, CA, 94103",NATOMA ST,South of Market,"(37.77779004, -122.41073616)",POINT (-122.410736158 37.77779004),South of Market,POINT (-122.41073616 37.77779004)
10145,17151063,"100 FREELON ST, SAN FRANCISCO, CA, 94107",FREELON ST,South of Market,"(37.7787094, -122.3971522)",POINT (-122.3971522 37.7787094),South of Market,POINT (-122.3971522 37.7787094)
10170,17144851,"712 TEHAMA ST, SAN FRANCISCO, CA, 94103",TEHAMA ST,South of Market,"(37.77564315, -122.41138738)",POINT (-122.411387383 37.775643151),South of Market,POINT (-122.41138738 37.77564315)
10178,17147116,"582 NATOMA ST, SAN FRANCISCO, CA, 94103",NATOMA ST,South of Market,"(37.77884288, -122.40949932)",POINT (-122.409499325 37.778842877),South of Market,POINT (-122.40949932 37.77884288)
10181,17145911,"701 MINNA ST, SAN FRANCISCO, CA, 94103",MINNA ST,South of Market,"(37.7767297, -122.4127364)",POINT (-122.4127364 37.7767297),South of Market,POINT (-122.4127364 37.7767297)
10184,17148070,"460 JESSIE ST, SAN FRANCISCO, CA, 94103",JESSIE ST,South of Market,"(37.78208954, -122.40848277)",POINT (-122.408482768 37.782089536),South of Market,POINT (-122.40848277 37.78208954)
10188,17141641,"611 MINNA ST, SAN FRANCISCO, CA, 94103",MINNA ST,South of Market,"(37.7786489, -122.41064094)",POINT (-122.41064094 37.7786489),South of Market,POINT (-122.41064094 37.7786489)
